tenant,site,device,classification,device_evidence,live_messages,retained_messages,lwt,kinds,parent_device
inter,mery,dl12-tgbt6-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt6
inter,mery,dl12-tgbt6-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt6
inter,mery,dl12-tgbt6-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt6
inter,mery,dl4-tgbt1,defined,True,0,7,,COUT;COUTS;HEARTBEAT;NIGHTDAY;PWDAYS;PWHOURS;PWMONTHS,
inter,mery,pwx4-rogowski-froid,defined,True,18,9,,COUT;COUTS;HEARTBEAT;LOGGING;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS,
inter,mery,pwx4-rogowski-main,defined,True,18,9,,COUT;COUTS;HEARTBEAT;LOGGING;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS,
inter,mery,rdx-frico-d,missing_device,True,2,0,,STATE,
inter,mery,rdx-frico-g,missing_device,True,9,2,,PRINT;RESULT;SENSOR;STATE,
inter,mery,snx,missing_device,True,259,8,,CONFIG;HEARTBEAT;LOGGING;RANKING;SNXCOUT;SNXRANKING;SNX_GROUP_SCORES;STATE;VOLUME,
inter,mery,snx-1,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-10,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-11,derived_channel_topic,False,6,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-12,derived_channel_topic,False,6,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-13,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-14,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-15,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-16,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-17,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-18,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-19,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-2,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-20,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-21,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-22,derived_channel_topic,False,6,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-23,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-25,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-26,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-27,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-28,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-29,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-3,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-30,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-31,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-32,derived_channel_topic,False,6,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-33,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-34,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-35,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-36,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-37,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-38,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-39,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-4,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-40,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-41,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-42,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-43,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-44,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-45,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-46,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-47,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-48,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-49,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-5,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-50,derived_channel_topic,False,6,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-51,derived_channel_topic,False,6,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-53,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-54,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-55,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-56,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-57,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-58,derived_channel_topic,False,0,3,,REGULATEUR;SNXDETAILS;STATISTIC,snx
inter,mery,snx-59,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-6,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-7,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-8,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-80,derived_channel_topic,False,12,1,,REGULATEUR_LOG,snx
inter,mery,snx-81,derived_channel_topic,False,12,3,,CONDENSEUR;CONDENSEUR_LOG;REGULATEUR_LOG,snx
inter,mery,snx-82,derived_channel_topic,False,6,3,,CONDENSEUR;CONDENSEUR_LOG;REGULATEUR_LOG,snx
inter,mery,snx-9,derived_channel_topic,False,5,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,mery,snx-999,derived_channel_topic,False,12,1,,ON_CONSIGNE,snx
inter,mery,zb-bridge,missing_device,True,0,1,Online,LWT,
inter,mery,zb-th_bl_entree,sensor_endpoint,False,1,1,,SENSOR,
inter,mery,zb-th_boucherie,sensor_endpoint,False,0,1,,SENSOR,
inter,mery,zb-th_exterieur,sensor_endpoint,False,0,1,,SENSOR,
inter,mery,zb-th_lacets,sensor_endpoint,False,1,1,,SENSOR,
inter,mery,zb-th_sas,sensor_endpoint,False,0,1,,SENSOR,
inter,mery,zb-th_surgeles,sensor_endpoint,False,0,1,,SENSOR,
inter,mery,zb-th_tg_animaux,sensor_endpoint,False,1,1,,SENSOR,
lambert,morzine,chxp-ch1,missing_device,True,8,12,Online,COUTS;HEARTBEAT;INFO1;INFO2;INFO3;LOGGING;LWT;PRINT;PWDAYS;PWHOURS;PWMONTHS;SENSOR;STATE,
lambert,morzine,chxp-ch2,missing_device,True,4,12,Online,COUTS;HEARTBEAT;INFO1;INFO2;INFO3;LOGGING;LWT;PRINT;PWDAYS;PWHOURS;PWMONTHS;SENSOR;STATE,
lambert,morzine,msx-2,missing_device,True,0,2,Offline,LWT;SENSOR,
lambert,morzine,plugx-1,missing_device,True,21,7,Online,HEARTBEAT;LOGGING;LWT;PRINT;PWDAYS;PWHOURS;PWMONTHS;SENSOR,
lambert,morzine,plugx-2,missing_device,True,0,1,Online,LWT,
lambert,morzine,plugx-droite,missing_device,True,0,7,Offline,HEARTBEAT;LWT;PRINT;PWDAYS;PWHOURS;PWMONTHS;SENSOR,
lambert,morzine,plugx-gauche,missing_device,True,0,7,Offline,HEARTBEAT;LWT;PRINT;PWDAYS;PWHOURS;PWMONTHS;SENSOR,
lambert,morzine,pwx12-td1,defined,True,54,6,Online,HEARTBEAT;INFO1;INFO2;INFO3;LOGGING;LWT;PRINT,
lambert,morzine,pwx12-td1-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-td1
lambert,morzine,pwx12-td1-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-td1
lambert,morzine,pwx12-td1-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-td1
lambert,morzine,pwx12-td1-4,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-td1
lambert,morzine,pwx12-td1-6,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-td1
lambert,morzine,pwx12-td1-7,derived_channel_topic,False,6,6,,COUT;COUTS;POWER;PWDAYS;PWHOURS;PWMONTHS,pwx12-td1
lambert,morzine,zb-bridge,missing_device,True,1,1,Online,LWT;STATE,
lambert,morzine,zb-th_1er_salon,sensor_endpoint,False,0,1,,SENSOR,
lambert,morzine,zb-th_exterieure,sensor_endpoint,False,0,1,,SENSOR,
lambert,morzine,zb-th_rdc_banc,sensor_endpoint,False,0,1,,SENSOR,
labo,msx,msx-13,no_site_inventory,True,0,1,Offline,LWT,
labo,msx,msx-15,no_site_inventory,True,0,3,Offline,LWT;PWHOURS;SENSOR,
inter,neuilly,dl12-new1,defined,True,42,3,Online,HEARTBEAT;LOGGING;LWT;PRINT,
inter,neuilly,dl12-new1-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-new1
inter,neuilly,dl12-new1-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-new1
inter,neuilly,dl12-new1-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-new1
inter,neuilly,dl12-new2,defined,True,42,3,Online,HEARTBEAT;LOGGING;LWT;PRINT,
inter,neuilly,dl12-new2-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-new2
inter,neuilly,dl12-new2-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-new2
inter,neuilly,dl12-new2-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-new2
inter,neuilly,dl12-old1,defined,True,42,3,Online,HEARTBEAT;LOGGING;LWT;PRINT,
inter,neuilly,dl12-old1-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-old1
inter,neuilly,dl12-old1-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-old1
inter,neuilly,dl12-old1-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-old1
inter,neuilly,dl12-old2,defined,True,42,3,Online,HEARTBEAT;LOGGING;LWT;PRINT,
inter,neuilly,dl12-old2-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-old2
inter,neuilly,dl12-old2-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-old2
inter,neuilly,dl12-old2-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-old2
inter,neuilly,dl12-old3,defined,True,36,3,Online,HEARTBEAT;LOGGING;LWT;PRINT,
inter,neuilly,dl12-old3-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-old3
inter,neuilly,dl12-old3-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-old3
inter,neuilly,pwx4-oldh,defined,True,18,10,Online,COUT;COUTS;HEARTBEAT;LOGGING;LWT;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS,
inter,neuilly,pwx4-rogowski,defined,True,18,10,Online,COUT;COUTS;HEARTBEAT;LOGGING;LWT;NIGHTDAY;POWER;PRINT;PWDAYS;PWHOURS;PWMONTHS,
inter,neuilly,rdx-d,missing_device,True,12,3,Online,LOGGING;LWT;PRINT;RESULT;SENSOR;STATE,
inter,neuilly,rdx-g,missing_device,True,8,3,Online,LOGGING;LWT;PRINT;RESULT;SENSOR,
inter,neuilly,snx,missing_device,True,102,8,Online,CONFIG;HEARTBEAT;LOGGING;LWT;RANKING;SNXCOUT;SNXRANKING;SNX_GROUP_SCORES;STATE;VOLUME,
inter,neuilly,snx-10,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-102,derived_channel_topic,False,1,3,,REGULATEUR;REGULATEUR_LOG;STATISTIC,snx
inter,neuilly,snx-103,derived_channel_topic,False,2,3,,REGULATEUR;REGULATEUR_LOG;STATISTIC,snx
inter,neuilly,snx-18,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-19,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-20,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-22,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-23,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-24,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-25,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-26,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-27,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-28,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-30,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-31,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-32,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-33,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-34,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-35,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-36,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-37,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-38,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-39,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-40,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-41,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-42,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-43,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-44,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-45,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-46,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-48,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-49,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-50,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-51,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-52,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-53,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-54,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-57,derived_channel_topic,False,0,3,,REGULATEUR;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-58,derived_channel_topic,False,1,3,,REGULATEUR;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-59,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-60,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-61,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-62,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-63,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-64,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-65,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-66,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-67,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-68,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-69,derived_channel_topic,False,0,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-7,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-70,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-71,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-72,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-73,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-74,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-75,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-76,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-77,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-78,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-79,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-8,derived_channel_topic,False,1,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-80,derived_channel_topic,False,4,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-81,derived_channel_topic,False,3,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-82,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-83,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-9,derived_channel_topic,False,2,4,,REGULATEUR;REGULATEUR_LOG;SNXDETAILS;STATISTIC,snx
inter,neuilly,snx-999,derived_channel_topic,False,14,1,,ON_CONSIGNE,snx
inter,neuilly,zb-th_ascenseur,sensor_endpoint,False,0,1,,SENSOR,
inter,neuilly,zb-th_boulangerie,sensor_endpoint,False,0,1,,SENSOR,
inter,neuilly,zb-th_caisse_4,sensor_endpoint,False,0,1,,SENSOR,
inter,neuilly,zb-th_caisse_auto,sensor_endpoint,False,0,1,,SENSOR,
inter,neuilly,zb-th_en_ce_moment,sensor_endpoint,False,0,1,,SENSOR,
inter,neuilly,zb-th_exterieure,sensor_endpoint,False,1,1,,SENSOR,
inter,neuilly,zb-th_legumes,sensor_endpoint,False,1,1,,SENSOR,
inter,neuilly,zb-th_poissonerie,sensor_endpoint,False,0,1,,SENSOR,
inter,neuilly,zb-th_tg35,sensor_endpoint,False,0,1,,SENSOR,
inter,neuilly,zb-th_tv,sensor_endpoint,False,0,1,,SENSOR,
inter,noisy,dl12-tdclim,defined,True,3,2,,HEARTBEAT;PRINT,
inter,noisy,dl12-tdclim-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tdclim
inter,noisy,dl12-tdclim-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tdclim
inter,noisy,dl12-tdclim-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tdclim
inter,noisy,dl12-tgbt1,defined,True,42,2,,HEARTBEAT;LOGGING;PRINT,
inter,noisy,dl12-tgbt1-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt1
inter,noisy,dl12-tgbt1-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt1
inter,noisy,dl12-tgbt1-3,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt1
inter,noisy,dl12-tgbt2,defined,True,3,2,,HEARTBEAT;PRINT,
inter,noisy,dl12-tgbt2-1,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt2
inter,noisy,dl12-tgbt2-2,derived_channel_topic,False,6,7,,COUT;COUTS;NIGHTDAY;POWER;PWDAYS;PWHOURS;PWMONTHS,dl12-tgbt2
